Date,VTI US Equity,TLT US Equity,IEI US Equity,DBC US Equity,GLD US Equity
10/8/2007,77.205,88.21,101.99,27.17,72.53
10/5/2007,77.305,88.28,101.75,27.75,73.4
10/4/2007,76.475,89.24,102.23,27.67,72.87
10/3/2007,76.33,88.9,102.13,27.29,71.9
10/2/2007,76.45,89.16,102.24,27.26,72.35
10/1/2007,76.575,88.88,102.09,27.82,73.9
9/28/2007,75.6,88.72,102.4,28.11,73.51
9/27/2007,75.865,88.52,102.45,28.2,72.7
9/26/2007,75.45,87.91,102.22,27.48,72
9/25/2007,74.9,87.83,102.171,27.44,72.33
9/24/2007,75.075,88.14,102.04,27.64,72.28
9/21/2007,75.61,87.89,101.95,27.69,72.34
9/20/2007,75.43,87.15,101.65,27.5,72.72
9/19/2007,75.89,88.83,102.4,27.08,71.43
9/18/2007,75.345,89.66,102.45,26.85,71.7
9/17/2007,73.3,90.34,102.32,26.75,70.97
9/14/2007,73.688,89.91,102.34,26.44,69.99
9/13/2007,73.625,89.78,102.24,26.42,70.08
9/12/2007,73.35,90.59,102.67,26.62,70.46
9/11/2007,73.1,90.93,102.74,26.34,70.52
9/10/2007,72.155,91,103,26.28,69.62
9/7/2007,72.465,90.3,102.78,26.1,69.39
9/6/2007,73.53,89.04,102.1,25.93,68.86
9/5/2007,73.31,89.27,102.35,26.03,67.56
9/4/2007,73.96,88.56,101.85,25.98,67.44
8/31/2007,73.11,88.88,102.3,25.69,66.52
8/30/2007,72.395,88.81,102.33,25.68,65.8
8/29/2007,72.585,88.22,101.95,25.63,66.07
8/28/2007,71.17,88.46,102.3,25.39,65.59
8/27/2007,72.66,88.31,101.71,25.66,65.98
8/24/2007,73.425,87.85,101.53,25.63,66.11
8/23/2007,72.575,87.42,101.6,25.33,65.31
8/22/2007,72.69,87.12,101.73,25.25,65.4
8/21/2007,71.69,87.26,102.05,25.19,65.07
8/20/2007,71.68,86.84,101.76,25.23,65.12
8/17/2007,71.53,86.79,101.55,25.16,65.01
8/16/2007,70.25,87.14,101.87,25.18,64.68
8/15/2007,69.8,86.25,101.14,25.62,66.13
8/14/2007,70.745,86.56,101.92,25.4338,66.29
8/13/2007,72,86.33,100.7,25.35,66.26
8/10/2007,71.86,86.08,100.52,25.53,66.57
8/9/2007,72.025,86.28,100.66,25.44,65.46
8/8/2007,74.035,86.16,100.23,25.64,66.77
8/7/2007,72.935,87.22,100.39,25.68,66.48
8/6/2007,72.39,87.29,100.53,25.54,66.52
8/3/2007,71.19,87.93,100.85,25.9,66.69
8/2/2007,73.09,87.35,100.44,26.19,65.89
8/1/2007,72.475,87.13,100.25,26.15,65.93
7/31/2007,72.05,87.66,100.81,26.19,65.79
7/30/2007,73.05,87.03,100.58,25.98,65.77
7/27/2007,71.985,87.28,100.79,26.28,65.41
7/26/2007,73.365,87.03,100.7,26.03,65.65
7/25/2007,75.145,86.31,100.03,26.31,66.9
7/24/2007,75.13,86.14,99.94,26.08,67.47
7/23/2007,76.47,85.82,99.76,26.28,67.47
7/20/2007,76.32,85.96,99.76,26.4,67.58
7/19/2007,77.01,85.19,99.4,26.41,67.01
7/18/2007,76.825,85.21,99.44,26.32,66.62
7/17/2007,77,84.89,99.19,26.02,65.75
7/16/2007,77.045,85.07,99.27,26.18,65.82
7/13/2007,77.1,84.26,99.04,26.65,66.03
7/12/2007,76.87,84.03,98.96,26.61,66.02
7/11/2007,75.725,84.32,99.07,26.54,65.44
7/10/2007,75.175,85.2,99.31,26.48,65.61
7/9/2007,76.22,83.78,98.73,26.29,65.38
7/6/2007,76.26,83.48,98.63,26.35,64.96
7/5/2007,75.84,83.82,98.78,26.13,64.42
7/3/2007,75.88,84.77,99.19,25.89,64.74
7/2/2007,75.555,85.29,99.33,25.86,65.02
6/29/2007,74.69,85.17,99.58,25.7,64.27
6/28/2007,74.86,84.3,99.26,25.72,64.26
6/27/2007,74.87,84.32,99.4,25.8,63.67
6/26/2007,73.78,84.24,99.28,25.84,63.62
6/25/2007,74.385,84.22,99.23,26.14,64.43
6/22/2007,75.2,83.76,99.1,26.24,64.78
6/21/2007,75.84,83.22,98.89,26.3,64.56
6/20/2007,75.465,83.62,98.96,26.42,64.71
6/19/2007,76.47,84.3,99.1,26.39,65.48
6/18/2007,76.26,83.52,98.8299,26.65,64.95
6/15/2007,76.38,83.69,98.76,26.65,64.85
6/14/2007,75.975,83.12,98.47,26.49,64.6
6/13/2007,75.435,83.33,98.51,26.24,64.53
6/12/2007,74.275,82.35,98.35,25.91,64.1
6/11/2007,75.2,83.56,98.77,25.98,64.7
6/8/2007,75.1096,83.8,98.75,25.49,64.22
6/7/2007,74.095,83.87,98.75,25.95,65.26
6/6/2007,75.585,85.4,99.2,25.82,66.41
6/5/2007,76.365,85.44,99.04,25.83,66.37
6/4/2007,76.755,85.98,99.25,25.93,66.54
6/1/2007,76.63,85.59,99.12,25.7,66.44
5/31/2007,76.32,86.38,99.81,25.51,65.54
5/30/2007,76.2,86.54,99.9,25.28,64.72
5/29/2007,75.55,86.36,99.84,25.04,65.07
5/25/2007,75.25,86.37,99.93,25.6,64.94
5/24/2007,74.885,86.57,100.03,25.29,64.75
5/23/2007,75.66,86.49,99.99,25.43,65.54
5/22/2007,75.7,86.74,99.99,25.31,65.22
5/21/2007,75.7095,87.19,100.24,25.68,65.67
5/18/2007,75.495,86.93,100.1,25.43,65.52
5/17/2007,74.935,87.51,100.28,25.47,65.06
5/16/2007,75.115,87.87,100.51,25.26,65.6
5/15/2007,74.475,87.93,100.44,25.51,66.54
5/14/2007,74.675,87.96,100.43,25.26,66.28
5/11/2007,74.9,88.19,100.58,25.35,66.45
5/10/2007,74.205,88.5,100.65,24.98,66
5/9/2007,75.15,88.29,100.55,25.08,67.45
5/8/2007,74.885,88.64,100.71,25.21,67.88
5/7/2007,74.96,88.84,100.69,25.37,68.25
5/4/2007,74.84,88.6,100.65,25.49,68.19
5/3/2007,74.62,88.24,100.5,25.54,67.49
5/2/2007,74.29,88.44,100.59,25.42,66.66
5/1/2007,73.745,88.49,100.63,25.62,66.69
4/30/2007,73.578,88.75,101.06,25.57,67.09
4/27/2007,74.235,87.83,100.76,25.8,67.56
4/26/2007,74.315,87.85,100.76,25.67,66.87
4/25/2007,74.29,88.49,100.92,25.85,67.89
4/24/2007,73.635,88.8,101.03,25.35,67.73
4/23/2007,73.645,88.47,100.86,25.7,68.26
4/20/2007,73.79,88.15,100.72,25.53,68.7
4/19/2007,73.14,88.38,100.75,25.18,67.53
4/18/2007,73.275,88.53,100.75,25.25,68.38
4/17/2007,73.21,88.09,100.6,25.24,68
4/16/2007,73.095,87.6,100.28,25.5,68.4
4/13/2007,72.365,87.12,100.21,25.7,67.84
4/12/2007,72.125,87.39,100.32,25.56,66.99
4/11/2007,71.655,87.37,100.34,25.41,67.08
4/10/2007,72.115,87.43,100.35,25.45,67.16
4/9/2007,71.915,87.17,100.22,25.1,66.53
4/5/2007,71.83,87.75,100.62,25.36,66.86
4/4/2007,71.63,88.08,100.79,25.31,66.81
4/3/2007,71.555,87.99,100.55,25.03,65.83
4/2/2007,70.91,88.1,100.64,25.13,65.85
3/30/2007,70.735,88.28,101,25.3776,65.74
3/29/2007,70.775,88.45,101.01,25.76,65.65
3/28/2007,70.58,88.57,101.12,25.27,66.05
3/27/2007,71.045,88.75,101.09,25.03,65.7
3/26/2007,71.33,88.9,101.11,24.96,65.84
3/23/2007,71.755,88.79,100.98,24.85,65.15
3/22/2007,71.615,89.04,101.08,24.84,65.76
3/21/2007,71.575,89.75,101.27,24.44,65.82
3/20/2007,70.45,89.71,101.07,24.4,65.27
3/19/2007,69.99,89.66,100.91,24.37,64.74
3/16/2007,69.2,89.85,101.08,24.25,64.62
3/15/2007,69.5,89.87,101.06,24.19,63.98
3/14/2007,69.225,89.88,101.16,24.34,63.94
3/13/2007,68.875,90.29,101.18,24.29,63.72
3/12/2007,70.135,89.75,100.87,24.48,64.37
3/9/2007,69.95,89.4,100.69,24.71,64.25
3/8/2007,69.925,90.35,101.05,25.04,64.48
3/7/2007,69.345,90.43,101.03,25,64.3
3/6/2007,69.4,90.08,100.89,24.66,64.15
3/5/2007,68.25,90.35,100.99,24.43,62.93
3/2/2007,69.05,90.2,100.96,24.8,63.71
3/1/2007,70.05,89.74,100.68,25.03,65.82
2/28/2007,70.25,90.15,101.02,25.29,66.48
2/27/2007,69.7,90.56,101.2,24.83,65.41
2/26/2007,72.385,89.43,100.59,25.31,68.1
2/23/2007,72.48,88.84,100.42,25.24,67.72
2/22/2007,72.715,88.21,100.21,25.08,67.15
2/21/2007,72.74,88.69,100.36,24.74,67.28
2/20/2007,72.71,88.84,100.27,24.22,65.31
2/16/2007,72.495,88.64,100.28,24.49,66.36
2/15/2007,72.445,88.33,100.27,24.07,66.41
2/14/2007,72.43,88.07,100.12,24.07,66.37
2/13/2007,71.95,87.24,99.69,24.4,65.84
2/12/2007,71.345,87.43,99.73,23.96,65.67
2/9/2007,71.6,87.63,99.81,24.42,66.12
2/8/2007,72.145,88.13,100.03,24.27,65.52
2/7/2007,72.235,88.06,99.99,23.72,64.63
2/6/2007,72,87.8,99.88,24.0101,64.79
2/5/2007,71.995,87.32,99.71,24.129,64.31
2/2/2007,71.91,87.2,99.58,24.21,64.28
2/1/2007,71.82,87.09,99.53,23.9,65.22
1/31/2007,71.41,87.55,99.84,23.99,64.83
1/30/2007,70.8949,86.82,99.58,23.74,64.22
1/29/2007,70.49,86.72,99.53,23.1,63.77
1/26/2007,70.475,86.91,99.56,23.58,64.1
1/25/2007,70.52,86.98,99.55,23.29,64.06
1/24/2007,71.32,87.61,99.75,23.5,64.33
1/23/2007,70.695,87.62,99.71,23.7,64.23
1/22/2007,70.495,88.2,99.85,22.97,62.72
1/19/2007,70.775,87.99,99.8,22.95,63
1/18/2007,70.5,88.23,99.91,22.61,62.26
1/17/2007,70.88,87.96,99.82,22.85,62.64
1/16/2007,70.83,88.2,99.83,22.65,61.97
1/12/2007,70.965,88.04,99.93,23.18,62.17
1/11/2007,70.5,88.45,99.92,22.65,60.63
1/10/2007,69.97,88.97,,22.68,60.59
1/9/2007,69.815,89.37,,23.02,60.85
1/8/2007,69.815,89.37,,23.22,60.48
1/5/2007,69.56,89.22,,23.2,60.17
1/4/2007,70.115,89.6,,23.18,61.65
1/3/2007,69.975,89.07,,23.7999,62.28
12/29/2006,70.105,88.43,,24.58,63.21
12/28/2006,70.385,88.5,,24.48,62.9
12/27/2006,70.485,88.7,,24.3,62.22
12/26/2006,70.025,89.66,,24.37,61.98
12/22/2006,69.6,89.39,,24.75,61.65
12/21/2006,70.35,90.08,,24.56,61.38
12/20/2006,70.625,89.63,,24.81,61.62
12/19/2006,70.655,89.64,,24.76,61.8
12/18/2006,70.555,89.76,,24.47,61.04
12/15/2006,70.845,89.73,,25.52,61
12/14/2006,70.825,89.68,,25.4,62.12
12/13/2006,70.29,90.01,,25.11,62.48
12/12/2006,70.1685,90.82,,25.1,62.52
12/11/2006,70.28,90.63,,25.14,62.57
12/8/2006,70.13,90.24,,25.1,62.05
12/7/2006,70.01,90.9,,25.3,62.73
12/6/2006,70.325,90.97,,25.39,62.69
12/5/2006,70.365,91.15,,25.73,63.81
12/4/2006,70.11,91.58,,25.65,64.12
12/1/2006,69.43,91.42,,25.77,64.12
11/30/2006,69.625,91.53,,25.78,64.39
11/29/2006,69.515,90.93,,25.55,63.16
11/28/2006,68.81,91.15,,25.23,63.57
11/27/2006,68.55,90.95,,25.16,63.7
11/24/2006,69.655,90.62,,25.09,63.5
11/22/2006,69.86,90.46,,24.75,62.5
11/21/2006,69.665,90.31,,24.66,62.27
11/20/2006,69.485,90.09,,24.43,61.77
11/17/2006,69.445,89.95,,24.52,61.78
11/16/2006,69.48,89.44,,24.22,61.31
11/15/2006,69.3298,89.85,,24.84,61.84
11/14/2006,69.07,90.19,,24.65,61.63
11/13/2006,68.535,89.84,,24.58,62.19
11/10/2006,68.38,89.86,,24.76,62.49
11/9/2006,68.225,89.47,,25.29,62.95
11/8/2006,68.6,89.53,,24.96,61.11
11/7/2006,68.425,89.2,,24.99,62.04
11/6/2006,68.19,88.79,,25.05,61.89
11/3/2006,67.44,88.42,,24.71,62.3
11/2/2006,67.45,89.59,,24.32,61.92
11/1/2006,67.49,89.96,,24.5,61.36
10/31/2006,68.105,89.81,,24.19,60.24
10/30/2006,68.125,89.12,,24.34,59.9
10/27/2006,68.1,88.87,,24.6,59.4
10/26/2006,68.625,88.46,,24.53,59.29
10/25/2006,68.265,87.89,,24.7,58.76
10/24/2006,68.04,87.2,,24.27,58.17
10/23/2006,67.875,87.2,,24.1,57.76
10/20/2006,67.585,87.55,,24.05,58.78
10/19/2006,67.6042,87.64,,24.39,59.41
10/18/2006,67.53,87.8,,23.99,58.59
10/17/2006,67.435,87.62,,24.38,58.65
10/16/2006,67.7,87.55,,24.4,59.17
10/13/2006,67.515,87.16,,24.15,58.57
10/12/2006,67.28,87.6,,23.64,57.49
10/11/2006,66.615,87.58,,23.38,56.88
10/10/2006,66.735,87.81,,23.7,57
10/9/2006,66.58,88.51,,24.49,57.2
10/6/2006,66.52,88.27,,23.69,56.99
10/5/2006,66.65,89.2,,23.6,56.92
10/4/2006,66.33,89.83,,23.47,56.37
10/3/2006,65.635,89.18,,23.3,57.11
10/2/2006,65.535,89.3,,23.69,59.15
9/29/2006,65.735,89.39,,23.95,59.47
9/28/2006,65.9251,89.52,,23.89,59.79
9/27/2006,65.86,89.63,,23.7,59.81
9/26/2006,65.78,89.93,,23.35,58.74
9/25/2006,65.325,90.31,,23.25,58.5
9/22/2006,65.035,89.61,,23.2,58.5
9/21/2006,65.2,89.24,,23.47,57.95
9/20/2006,65.61,88.43,,23.07,57.26
9/19/2006,65.22,88.3,,23.21,56.92
9/18/2006,65.435,87.4,,23.56,58.23
9/15/2006,65.34,87.46,,23.3,57.4
9/14/2006,65.185,87.53,,23.35,57.19
9/13/2006,65.325,87.73,,23.49,58.62
9/12/2006,64.9796,87.69,,23.55,58.31
9/11/2006,64.25,87.25,,23.93,58.5
9/8/2006,64.23,87.33,,24.5,60.64
9/7/2006,64.1,87.26,,24.7,61.25
9/6/2006,64.34,87.09,,24.8,62.86
9/5/2006,65.035,87.26,,24.91,63.36
9/1/2006,64.905,87.76,,24.95,62.14
8/31/2006,64.53,88.08,,25,62.29
8/30/2006,64.54,87.87,,25,61.42
8/29/2006,64.4,87.64,,24.63,60.94
8/28/2006,64.275,87.52,,24.67,61
8/25/2006,63.905,87.44,,25.06,61.77
8/24/2006,63.88,87.31,,25.07,61.75
8/23/2006,63.895,87.15,,24.71,61.83
8/22/2006,64.195,87.11,,24.97,62.05
8/21/2006,64.175,87.08,,25.01,62.44
8/18/2006,64.42,86.77,,24.81,61.04
8/17/2006,64.165,86.52,,24.68,61.03
8/16/2006,64.02,86.55,,25.07,62.49
8/15/2006,63.4,85.97,,25.34,62.01
8/14/2006,62.6,85.25,,25.3,62.25
8/11/2006,62.485,85.4,,25.54,62.71
8/10/2006,62.68,85.77,,25.79,63.25
8/9/2006,62.44,85.9,,26.13,64.63
8/8/2006,62.758,86.18,,26.09,63.97
8/7/2006,63.05,86.37,,26.46,64.5
8/4/2006,63.26,86.32,,26.05,64.28
8/3/2006,63.29,85.8,,26.08,64.12
8/2/2006,63.15,85.78,,26.33,64.75
8/1/2006,62.755,85.46,,25.98,64.32
7/31/2006,63.08,85.8,,25.86,63.16
7/28/2006,63.085,85.7,,25.61,63.11
7/27/2006,62.535,85.21,,25.7,62.9
7/26/2006,62.695,85.34,,25.21,62
7/25/2006,62.525,85.03,,25.38,61.55
7/24/2006,62.315,85.28,,25.6,61.14
7/21/2006,61.125,85.33,,25.49,61.71
7/20/2006,61.615,85.49,,25.56,62.54
7/19/2006,62.25,85.24,,25.83,64.03
7/18/2006,61.24,84.44,,25.74,62.9
7/17/2006,61.035,85.17,,25.9,63.95
7/14/2006,61.14,85.04,,26.5,65.85
7/13/2006,61.5,84.99,,26.38,65.55
7/12/2006,62.43,84.66,,26.39,64.92
7/11/2006,63.105,84.64,,26.13,63.81
7/10/2006,62.875,84.37,,25.57,62.02
7/7/2006,62.8,84.29,,25.75,62.63
7/6/2006,63.325,83.75,,25.94,63.02
7/5/2006,63.12,83.24,,25.77,62.5
7/3/2006,63.64,83.91,,25.97,62.18
6/30/2006,63.155,84.32,,25.3,61.23
6/29/2006,63.185,83.51,,25.19,59.52
6/28/2006,61.835,83.23,,24.65,57.54
6/27/2006,61.4,83.67,,24.75,57.68
6/26/2006,61.99,83.26,,24.66,58.28
6/23/2006,61.955,83.42,,24.39,57.99
6/22/2006,61.86,83.59,,24.44,57.73
6/21/2006,62.2,84.07,,24.45,58.33
6/20/2006,61.515,84.05,,24.1,57.3
6/19/2006,61.5,84.19,,23.9,56.36
6/16/2006,62.125,84.31,,24.35,57.68
6/15/2006,62.45,84.5,,24.3,57.32
6/14/2006,61.04,84.99,,24.04,55.62
6/13/2006,60.655,85.85,,24.05,55.92
6/12/2006,61.385,85.79,,24.72,60.03
6/9/2006,62.2,85.72,,25.02,60.45
6/8/2006,62.44,85.27,,24.98,60.91
6/7/2006,62.5,85.1,,25.25,62.28
6/6/2006,62.9086,85.08,,25.42,62.55
6/5/2006,63.195,84.68,,25.64,63.29
6/2/2006,64.275,84.79,,25.71,63.5
6/1/2006,64.15,83.71,,25.2092,62.56
5/31/2006,63.345,83.67,,25.52,64.23
5/30/2006,62.605,84.17,,25.91,65.11
5/26/2006,63.76,84.21,,26.05,65.1
5/25/2006,63.4,84.27,,25.8,64.7
5/24/2006,62.535,84.6,,25.36,64.06
5/23/2006,62.32,84.56,,26.02,66.38
5/22/2006,62.81,84.61,,25.62,65.3
5/19/2006,63.185,84.43,,25.42,65.58
5/18/2006,62.83,84.21,,25.99,67.46
5/17/2006,63.125,83.08,,25.98,68.15
5/16/2006,64.3,83.6,,26.02,68.61
5/15/2006,64.505,82.98,,25.94,67.41
5/12/2006,64.435,82.65,,26.85,71.12
5/11/2006,65.31,83.34,,26.94,71.03
5/10/2006,66.165,83.75,,26.68,70.38
5/9/2006,66.255,83.6,,26.03,69.68
5/8/2006,66.26,83.65,,25.63,67.56
5/5/2006,66.2,83.6,,25.7,67.99
5/4/2006,65.64,83.1,,25.42,67.48
5/3/2006,65.3351,83.24,,25.73,66.46
5/2/2006,65.525,83.42,,26.2,66.55
5/1/2006,65.14,83.2,,25.9,65.16
4/28/2006,65.455,84.16,,25.62,65.09
4/27/2006,65.33,84.1,,25.2,62.96
4/26/2006,65.14,83.99,,25.6,63.65
4/25/2006,65.125,84.13,,25.7,62.78
4/24/2006,65.335,85.14,,25.62,61.65
4/21/2006,65.525,84.8,,26.14,63.2
4/20/2006,65.555,84.31,,25.6,60.96
4/19/2006,65.465,84.38,,25.9,63.75
4/18/2006,65.27,84.9,,25.65,61.85
4/17/2006,64.165,84.75,,25.32,61.09
4/13/2006,64.265,84.44,,25.05,59.5
4/12/2006,64.28,85.04,,24.89,59.43
4/11/2006,64.15,85.56,,24.94,59.01
4/10/2006,64.735,85.26,,24.84,59.6
4/7/2006,64.65,85.1,,24.39,58.59
4/6/2006,65.3495,85.94,,24.5,59.28
4/5/2006,65.38,86.6,,24.07,58.66
4/4/2006,65.14,86.48,,23.92,58.33
4/3/2006,64.765,86.57,,24.05,58.47
3/31/2006,64.835,86.87,,23.94,58.1
3/30/2006,64.8,86.9,,24.11,58.6
3/29/2006,64.975,87.51,,23.82,57.07
3/28/2006,64.374,87.93,,23.66,56.06
3/27/2006,64.755,88.76,,23.36,56.39
3/24/2006,64.8,89.09,,23.22,55.71
3/23/2006,64.715,88.44,,23.27,54.7
3/22/2006,64.7301,88.72,,22.88,54.75
3/21/2006,64.34,88.53,,22.92,54.83
3/20/2006,64.7,88.99,,22.84,55.17
3/17/2006,65.1,88.85,,23.32,55.12
3/16/2006,65.05,89.12,,23.43,55.34
3/15/2006,64.91,88.32,,23.23,55.12
3/14/2006,64.62,88.8,,23.49,54.87
3/13/2006,63.96,88.21,,23.15,54.31
3/10/2006,63.805,88.28,,22.85,53.83
3/9/2006,63.31,88.61,,22.95,54.24
3/8/2006,63.65,88.58,,22.72,53.97
3/7/2006,63.47,88.61,,23.09,54.95
3/6/2006,63.73,88.55,,23.5,55.23
3/3/2006,64.2,89.33,,23.88,56.28
3/2/2006,64.305,89.85,,23.66,56.74
3/1/2006,64.35,90.48,,23.24,56.1
2/28/2006,63.79,91.35,,23.29,56.07
2/27/2006,64.425,90.9,,22.98,55.22
2/24/2006,64.24,91.05,,23.44,55.64
2/23/2006,64.14,91.19,,22.82,54.64
2/22/2006,64.3,91.42,,22.9,55.34
2/21/2006,63.8,90.8,,23.28,55.12
2/17/2006,63.98,90.95,,22.9,54.96
2/16/2006,64.0555,90.23,,22.58,54.52
2/15/2006,63.56,90.21,,22.31,53.76
2/14/2006,63.32,89.99,,22.64,54.49
2/13/2006,62.725,90.31,,22.83,53.72
2/10/2006,63.009,90.3,,23.1899,54.79
2/9/2006,62.88,90.8,,23.62,56.18
2/8/2006,63,90.39,,23.4,54.83
2/7/2006,62.55,90.6,,23.5,54.6
2/6/2006,63.165,91.03,,24.2,56.72
2/3/2006,63.015,90.85,,24.5,56.5
2/2/2006,63.325,90.21,,,56.98
2/1/2006,63.895,90.04,,,56.7
1/31/2006,63.65,90.67,,,56.7
1/30/2006,63.965,90.42,,,56.68
1/27/2006,63.9,90.51,,,55.63
1/26/2006,63.395,90.51,,,55.88
1/25/2006,62.86,90.9,,,56.14
1/24/2006,63,91.9,,,55.73
1/23/2006,62.81,92.35,,,55.77
1/20/2006,62.625,92.38,,,55.2
1/19/2006,63.745,92.14,,,55.59
1/18/2006,63.4,92.41,,,54.07
1/17/2006,63.595,92.44,,,55.26
1/13/2006,63.8195,92.03,,,55.44
1/12/2006,63.75,91.5,,,54.43
1/11/2006,64.115,90.89,,,54.53
1/10/2006,63.935,91.04,,,54.06
1/9/2006,63.845,91.78,,,54.6
1/6/2006,63.61,91.72,,,53.72
1/5/2006,62.99,91.89,,,52.34
1/4/2006,63.03,92,,,53.3
1/3/2006,62.575,91.78,,,53.12
12/30/2005,61.665,91.9,,,51.58
12/29/2005,61.895,92.11,,,51.47
12/28/2005,62.125,91.91,,,51.47
12/27/2005,62.035,92.55,,,50.64
12/23/2005,62.945,91.8,,,50.12
12/22/2005,62.905,91.24,,,50.14
12/21/2005,62.615,90.52,,,49.37
12/20/2005,62.39,90.68,,,49.04
12/19/2005,62.34,90.79,,,50.22
12/16/2005,62.87,90.7,,,50.09
12/15/2005,62.945,90.4,,,50.24
12/14/2005,63.105,90.62,,,50.35
12/13/2005,62.98,89.7,,,51.65
12/12/2005,62.625,89.37,,,52.56
12/9/2005,62.52,89.54,,,52.4
12/8/2005,62.375,90.25,,,51.9
12/7/2005,62.365,89.67,,,51.32
12/6/2005,62.63,90.01,,,50.89
12/5/2005,62.64,89.1,,,50.78
12/2/2005,62.78,89.5,,,50.32
12/1/2005,62.76,89.47,,,50.17
11/30/2005,61.985,90,,,49.1
11/29/2005,62.23,90.1,,,49.8
11/28/2005,62.22,90.96,,,49.74
11/25/2005,62.785,90.51,,,49.42
11/23/2005,62.7,90.18,,,49.15
11/22/2005,62.41,90.53,,,49.32
11/21/2005,62.065,90.41,,,48.99
11/18/2005,61.79,90.14,,,48.46
11/17/2005,61.395,90.56,,,48.48
11/16/2005,60.825,90.34,,,47.78
11/15/2005,60.71,89.4,,,46.66
11/14/2005,60.95,88.82,,,46.62
11/11/2005,61.075,89.49,,,46.8
11/10/2005,60.805,89.44,,,46.48
11/9/2005,60.445,88.36,,,46.56
11/8/2005,60.3,89.28,,,45.91
11/7/2005,60.335,88.42,,,45.77
11/4/2005,60.29,88.12,,,45.51
11/3/2005,60.295,88.26,,,45.96
11/2/2005,60.075,88.86,,,46.13
11/1/2005,59.36,89.28,,,45.73
10/31/2005,59.25,89.78,,,46.4
10/28/2005,58.98,89.61,,,47.22
10/27/2005,58.07,89.6,,,47.18
10/26/2005,58.845,89.28,,,46.93
10/25/2005,59.065,89.94,,,47.06
10/24/2005,59.21,90.72,,,46.39
10/21/2005,58.24,91.43,,,46.52
10/20/2005,57.96,90.59,,,45.98
10/19/2005,58.84,90.35,,,46.34
10/18/2005,57.99,90.31,,,47
10/17/2005,58.585,90.21,,,47.26
10/14/2005,58.43,90.23,,,46.8
10/13/2005,57.815,90.37,,,47.02
10/12/2005,57.86,90.7,,,46.85
10/11/2005,58.295,91.59,,,47.39
10/10/2005,58.495,91.78,,,47.37
10/7/2005,59.01,91.84,,,47.36
10/6/2005,58.8,91.47,,,47.21
10/5/2005,59.04,91.82,,,46.36
10/4/2005,59.965,91.42,,,46.45
10/3/2005,60.705,91.12,,,46.42
9/30/2005,60.675,92.2,,,46.7
9/29/2005,60.5,92.52,,,47.1
9/28/2005,60,92.94,,,46.8
9/27/2005,59.945,92.32,,,46.25
9/26/2005,59.945,92.19,,,46.57
9/23/2005,60.155,92.61,,,46.28
9/22/2005,60.035,93.31,,,46.36
9/21/2005,59.83,93.4,,,47.06
9/20/2005,60.405,92.54,,,46.23
9/19/2005,61.005,92.3,,,46.25
9/16/2005,61.23,92.1,,,45.82
9/15/2005,60.815,92.71,,,45.42
9/14/2005,60.8,93.48,,,44.96
9/13/2005,61.05,93.84,,,44.56
9/12/2005,61.44,93.35,,,44.89
9/9/2005,61.425,94,,,44.84
9/8/2005,61.01,93.7,,,44.6
9/7/2005,61.225,93.6,,,44.33
9/6/2005,61.025,94.49,,,44.27
9/2/2005,60.325,95.16,,,44.25
9/1/2005,60.48,95.08,,,44.22
8/31/2005,60.485,95.99,,,43.4
8/30/2005,59.715,95.19,,,43.01
8/29/2005,59.915,94.59,,,43.57
8/26/2005,59.5,94.47,,,43.61
8/25/2005,59.91,94.5,,,43.73
8/24/2005,59.72,94.2,,,43.59
8/23/2005,60.115,94.11,,,43.76
8/22/2005,60.195,93.68,,,43.7
8/19/2005,60.25,93.78,,,43.6
8/18/2005,60.04,93.79,,,43.83
8/17/2005,60.105,93.1,,,43.91
8/16/2005,60.11,93.72,,,44.55
8/15/2005,60.905,93.07,,,44.13
8/12/2005,60.595,93.31,,,44.49
8/11/2005,60.97,92.37,,,44.45
8/10/2005,60.675,91.73,,,43.65
8/9/2005,60.585,91.83,,,43.34
8/8/2005,60.275,91.49,,,43.35
8/5/2005,60.475,91.66,,,43.6
8/4/2005,60.945,92.38,,,43.68
8/3/2005,61.49,92.57,,,43.53
8/2/2005,61.44,92.12,,,43.14
8/1/2005,61.065,92.42,,,43.13
7/29/2005,61.15,93.11,,,42.82
7/28/2005,61.425,94.04,,,42.75
7/27/2005,61.005,93.21,,,42.44
7/26/2005,60.765,93.36,,,42.25
7/25/2005,60.69,93.21,,,42.51
7/22/2005,60.84,93.55,,,42.45
7/21/2005,60.43,92.83,,,42.46
7/20/2005,60.8,94.11,,,42.2
7/19/2005,60.605,93.6,,,41.89
7/18/2005,60.21,93.27,,,42.01
7/15/2005,60.46,93.97,,,42.05
7/14/2005,60.41,93.72,,,41.9
7/13/2005,60.35,93.96,,,42.35
7/12/2005,60.275,94.1,,,42.64
7/11/2005,60.175,94.63,,,42.54
7/8/2005,59.75,94.63,,,42.26
7/7/2005,59.025,95.02,,,42.36
7/6/2005,58.855,94.82,,,42.25
7/5/2005,59.31,94.3,,,42.28
7/1/2005,58.8,95.2,,,42.7
6/30/2005,58.585,96.7,,,43.44
6/29/2005,58.875,95.84,,,43.63
6/28/2005,58.975,95.99,,,43.45
6/27/2005,58.38,96.65,,,43.91
6/24/2005,58.525,96.39,,,43.9
6/23/2005,59.025,95.91,,,44.02
6/22/2005,59.75,96.01,,,43.72
